-0.00623	-1.96																																																																																																																																																																																																																																																										
-0.00622	-2																																																																																																																																																																																																																																																										
-0.00621	-2																																																																																																																																																																																																																																																										
-0.0062	-2																																																																																																																																																																																																																																																										
-0.00619	-1.96																																																																																																																																																																																																																																																										
-0.00618	-1.92																																																																																																																																																																																																																																																										
-0.00617	-1.88																																																																																																																																																																																																																																																										
-0.00616	-1.76																																																																																																																																																																																																																																																										
-0.00615	-1.72																																																																																																																																																																																																																																																										
-0.00614	-1.64																																																																																																																																																																																																																																																										
-0.00613	-1.6																																																																																																																																																																																																																																																										
-0.00612	-1.52																																																																																																																																																																																																																																																										
-0.00611	-1.4																																																																																																																																																																																																																																																										
-0.0061	-1.28																																																																																																																																																																																																																																																										
-0.00609	-1.2																																																																																																																																																																																																																																																										
-0.00608	-1.04																																																																																																																																																																																																																																																										
-0.00607	-0.96																																																																																																																																																																																																																																																										
-0.00606	-0.84																																																																																																																																																																																																																																																										
-0.00605	-0.68																																																																																																																																																																																																																																																										
-0.00604	-0.52																																																																																																																																																																																																																																																										
-0.00603	-0.4																																																																																																																																																																																																																																																										
-0.00602	-0.24																																																																																																																																																																																																																																																										
-0.00601	-0.08																																																																																																																																																																																																																																																										
-0.006	0.08																																																																																																																																																																																																																																																										
-0.00599	0.2																																																																																																																																																																																																																																																										
-0.00598	0.36																																																																																																																																																																																																																																																										
-0.00597	0.52																																																																																																																																																																																																																																																										
-0.00596	0.68																																																																																																																																																																																																																																																										
-0.00595	0.8																																																																																																																																																																																																																																																										
-0.00594	1																																																																																																																																																																																																																																																										
-0.00593	1.16																																																																																																																																																																																																																																																										
-0.00592	1.28																																																																																																																																																																																																																																																										
-0.00591	1.4																																																																																																																																																																																																																																																										
-0.0059	1.56																																																																																																																																																																																																																																																										
-0.00589	1.72																																																																																																																																																																																																																																																										
-0.00588	1.84																																																																																																																																																																																																																																																										
-0.00587	1.96																																																																																																																																																																																																																																																										
-0.00586	2.08																																																																																																																																																																																																																																																										
-0.00585	2.2																																																																																																																																																																																																																																																										
-0.00584	2.28																																																																																																																																																																																																																																																										
-0.00583	2.4																																																																																																																																																																																																																																																										
-0.00582	2.48																																																																																																																																																																																																																																																										
-0.00581	2.56																																																																																																																																																																																																																																																										
-0.0058	2.64																																																																																																																																																																																																																																																										
-0.00579	2.68																																																																																																																																																																																																																																																										
-0.00578	2.76																																																																																																																																																																																																																																																										
-0.00577	2.8																																																																																																																																																																																																																																																										
-0.00576	2.84																																																																																																																																																																																																																																																										
-0.00575	2.92																																																																																																																																																																																																																																																										
-0.00574	2.92																																																																																																																																																																																																																																																										
-0.00573	2.96																																																																																																																																																																																																																																																										
-0.00572	3																																																																																																																																																																																																																																																										
-0.00571	2.96																																																																																																																																																																																																																																																										
-0.0057	2.92																																																																																																																																																																																																																																																										
-0.00569	2.88																																																																																																																																																																																																																																																										
-0.00568	2.84																																																																																																																																																																																																																																																										
-0.00567	2.8																																																																																																																																																																																																																																																										
-0.00566	2.76																																																																																																																																																																																																																																																										
-0.00565	2.68																																																																																																																																																																																																																																																										
-0.00564	2.64																																																																																																																																																																																																																																																										
-0.00563	2.56																																																																																																																																																																																																																																																										
-0.00562	2.48																																																																																																																																																																																																																																																										
-0.00561	2.4																																																																																																																																																																																																																																																										
-0.0056	2.28																																																																																																																																																																																																																																																										
-0.00559	2.2																																																																																																																																																																																																																																																										
-0.00558	2.08																																																																																																																																																																																																																																																										
-0.00557	1.96																																																																																																																																																																																																																																																										
-0.00556	1.84																																																																																																																																																																																																																																																										
-0.00555	1.72																																																																																																																																																																																																																																																										
-0.00554	1.56																																																																																																																																																																																																																																																										
-0.00553	1.44																																																																																																																																																																																																																																																										
-0.00552	1.32																																																																																																																																																																																																																																																										
-0.00551	1.16																																																																																																																																																																																																																																																										
-0.0055	1																																																																																																																																																																																																																																																										
-0.00549	0.88																																																																																																																																																																																																																																																										
-0.00548	0.76																																																																																																																																																																																																																																																										
-0.00547	0.6																																																																																																																																																																																																																																																										
-0.00546	0.44																																																																																																																																																																																																																																																										
-0.00545	0.28																																																																																																																																																																																																																																																										
-0.00544	0.12																																																																																																																																																																																																																																																										
-0.00543	0																																																																																																																																																																																																																																																										
-0.00542	-0.16																																																																																																																																																																																																																																																										
-0.00541	-0.28																																																																																																																																																																																																																																																										
-0.0054	-0.44																																																																																																																																																																																																																																																										
-0.00539	-0.6																																																																																																																																																																																																																																																										
-0.00538	-0.72																																																																																																																																																																																																																																																										
-0.00537	-0.84																																																																																																																																																																																																																																																										
-0.00536	-0.96																																																																																																																																																																																																																																																										
-0.00535	-1.08																																																																																																																																																																																																																																																										
-0.00534	-1.2																																																																																																																																																																																																																																																										
-0.00533	-1.32																																																																																																																																																																																																																																																										
-0.00532	-1.4																																																																																																																																																																																																																																																										
-0.00531	-1.52																																																																																																																																																																																																																																																										
-0.0053	-1.56																																																																																																																																																																																																																																																										
-0.00529	-1.64																																																																																																																																																																																																																																																										
-0.00528	-1.76																																																																																																																																																																																																																																																										
-0.00527	-1.8																																																																																																																																																																																																																																																										
-0.00526	-1.84																																																																																																																																																																																																																																																										
-0.00525	-1.92																																																																																																																																																																																																																																																										
-0.00524	-1.92																																																																																																																																																																																																																																																										
-0.00523	-1.96																																																																																																																																																																																																																																																										
-0.00522	-2																																																																																																																																																																																																																																																										
-0.00521	-1.96																																																																																																																																																																																																																																																										
-0.0052	-1.96																																																																																																																																																																																																																																																										
-0.00519	-1.92																																																																																																																																																																																																																																																										
-0.00518	-1.88																																																																																																																																																																																																																																																										
-0.00517	-1.8																																																																																																																																																																																																																																																										
-0.00516	-1.76																																																																																																																																																																																																																																																										
-0.00515	-1.68																																																																																																																																																																																																																																																										
-0.00514	-1.6																																																																																																																																																																																																																																																										
-0.00513	-1.52																																																																																																																																																																																																																																																										
-0.00512	-1.44																																																																																																																																																																																																																																																										
-0.00511	-1.32																																																																																																																																																																																																																																																										
-0.0051	-1.2																																																																																																																																																																																																																																																										
-0.00509	-1.08																																																																																																																																																																																																																																																										
-0.00508	-0.96																																																																																																																																																																																																																																																										
-0.00507	-0.84																																																																																																																																																																																																																																																										
-0.00506	-0.72																																																																																																																																																																																																																																																										
-0.00505	-0.56																																																																																																																																																																																																																																																										
-0.00504	-0.4																																																																																																																																																																																																																																																										
-0.00503	-0.28																																																																																																																																																																																																																																																										
-0.00502	-0.12																																																																																																																																																																																																																																																										
-0.00501	0.04																																																																																																																																																																																																																																																										
-0.005	0.16																																																																																																																																																																																																																																																										
-0.00499	0.32																																																																																																																																																																																																																																																										
-0.00498	0.48																																																																																																																																																																																																																																																										
-0.00497	0.64																																																																																																																																																																																																																																																										
-0.00496	0.8																																																																																																																																																																																																																																																										
-0.00495	0.96																																																																																																																																																																																																																																																										
-0.00494	1.08																																																																																																																																																																																																																																																										
-0.00493	1.24																																																																																																																																																																																																																																																										
-0.00492	1.4																																																																																																																																																																																																																																																										
-0.00491	1.52																																																																																																																																																																																																																																																										
-0.0049	1.68																																																																																																																																																																																																																																																										
-0.00489	1.8																																																																																																																																																																																																																																																										
-0.00488	1.92																																																																																																																																																																																																																																																										
-0.00487	2.08																																																																																																																																																																																																																																																										
-0.00486	2.16																																																																																																																																																																																																																																																										
-0.00485	2.28																																																																																																																																																																																																																																																										
-0.00484	2.36																																																																																																																																																																																																																																																										
-0.00483	2.48																																																																																																																																																																																																																																																										
-0.00482	2.56																																																																																																																																																																																																																																																										
-0.00481	2.64																																																																																																																																																																																																																																																										
-0.0048	2.68																																																																																																																																																																																																																																																										
-0.00479	2.76																																																																																																																																																																																																																																																										
-0.00478	2.8																																																																																																																																																																																																																																																										
-0.00477	2.84																																																																																																																																																																																																																																																										
-0.00476	2.88																																																																																																																																																																																																																																																										
-0.00475	2.92																																																																																																																																																																																																																																																										
-0.00474	2.96																																																																																																																																																																																																																																																										
-0.00473	3																																																																																																																																																																																																																																																										
-0.00472	2.96																																																																																																																																																																																																																																																										
-0.00471	2.92																																																																																																																																																																																																																																																										
-0.0047	2.88																																																																																																																																																																																																																																																										
-0.00469	2.84																																																																																																																																																																																																																																																										
-0.00468	2.8																																																																																																																																																																																																																																																										
-0.00467	2.76																																																																																																																																																																																																																																																										
-0.00466	2.68																																																																																																																																																																																																																																																										
-0.00465	2.64																																																																																																																																																																																																																																																										
-0.00464	2.56																																																																																																																																																																																																																																																										
-0.00463	2.52																																																																																																																																																																																																																																																										
-0.00462	2.4																																																																																																																																																																																																																																																										
-0.00461	2.32																																																																																																																																																																																																																																																										
-0.0046	2.24																																																																																																																																																																																																																																																										
-0.00459	2.12																																																																																																																																																																																																																																																										
-0.00458	1.96																																																																																																																																																																																																																																																										
-0.00457	1.88																																																																																																																																																																																																																																																										
-0.00456	1.76																																																																																																																																																																																																																																																										
-0.00455	1.6																																																																																																																																																																																																																																																										
-0.00454	1.48																																																																																																																																																																																																																																																										
-0.00453	1.32																																																																																																																																																																																																																																																										
